# Loss,rewards
2.977701723575592041e-01,8.660447183419508477e-01
2.250479459762573242e-01,8.666658918962076852e-01
2.820364236831665039e-01,8.666666658870362250e-01
3.026928901672363281e-01,8.327114281175779231e-01
3.580040633678436279e-01,8.660873050356109326e-01
3.269344270229339600e-01,8.666659392029899545e-01
3.378581702709197998e-01,8.666666659339753442e-01
3.420242071151733398e-01,9.824417009599257788e-01
2.967132627964019775e-01,6.666666666666665186e-02
2.707828283309936523e-01,8.660447183419508477e-01
3.761524260044097900e-01,9.824413667099781700e-01
2.956288456916809082e-01,9.976877960072627616e-01
3.167533576488494873e-01,9.996955122319143294e-01
2.749747633934020996e-01,3.333333333333336063e-02
3.328899741172790527e-01,9.824417009602194328e-01
3.295852541923522949e-01,9.976877960112222610e-01
2.705531418323516846e-01,9.996955122319305387e-01
1.485337913036346436e-01,9.999599028453571847e-01
2.579265832901000977e-01,9.999947197162611934e-01
1.880472153425216675e-01,1.733324989181251607e-01
2.629027068614959717e-01,9.157750342935528920e-01
2.589766383171081543e-01,9.310211293445557201e-01
4.135577678680419922e-01,3.333333333333336063e-02
3.216179609298706055e-01,8.333333333333333703e-01
2.688723504543304443e-01,8.333333333333333703e-01
2.561569809913635254e-01,7.175582990397805228e-01
2.067640125751495361e-01,8.180872382823305422e-01
2.472287118434906006e-01,9.471006514061780512e-01
2.856757640838623047e-01,9.302957476764858180e-01
3.275436758995056152e-01,1.062589477535375443e-01
2.884784638881683350e-01,8.660447183419508477e-01
2.287841737270355225e-01,8.666658918962076852e-01
4.058116972446441650e-01,8.666666658870362250e-01
3.026788234710693359e-01,7.508916323715518759e-01
2.568678855895996094e-01,7.356455373221049143e-01
4.023746848106384277e-01,7.336378211014028539e-01
2.124620974063873291e-01,7.333734304879762078e-01
2.490178197622299194e-01,7.333386136170721992e-01
3.499399423599243164e-01,7.333340286793400553e-01
2.848999798297882080e-01,7.333334249015317496e-01
2.407300621271133423e-01,7.000000000000000666e-01
2.079339027404785156e-01,7.333333333333333925e-01
4.164891839027404785e-01,7.333333333333333925e-01
3.098862469196319580e-01,7.333333333333333925e-01
3.539465963840484619e-01,8.491083676074535624e-01
2.182608097791671753e-01,8.643544626783427054e-01
4.643361270427703857e-01,8.663621788986599626e-01
2.795633077621459961e-01,8.326714962621147853e-01
3.155795931816101074e-01,8.333272786943236587e-01
3.575077056884765625e-01,0.000000000000000000e+00
3.248394727706909180e-01,9.491083676268861069e-01
3.646702468395233154e-01,9.643544626778890461e-01
3.699178099632263184e-01,3.333333333333336063e-02
2.942342162132263184e-01,8.666666666666666963e-01
3.880782127380371094e-01,9.824417009602194328e-01
2.576906681060791016e-01,9.976877960112222610e-01
1.646319329738616943e-01,9.996955122319305387e-01
2.275176346302032471e-01,6.666666666666665186e-02
3.154269754886627197e-01,9.491083676268861069e-01
2.597680091857910156e-01,9.643544626778890461e-01
2.838004231452941895e-01,8.505871446050443652e-01
1.646232455968856812e-01,9.513804744610209196e-01
