# returns,episode_length
2.803448020989098843e+00,4.000000000000000000e+00
2.138441329500362365e+00,4.000000000000000000e+00
8.329360961164184118e+00,1.000000000000000000e+01
3.193302880322762327e+00,5.000000000000000000e+00
2.223950102571885523e+00,3.000000000000000000e+00
3.775459595345668884e+00,5.000000000000000000e+00
1.998126016169025521e+00,3.000000000000000000e+00
2.845247021793504860e+00,4.000000000000000000e+00
5.094992588932155897e+00,7.000000000000000000e+00
3.994875668857092332e+00,6.000000000000000000e+00
5.050765875884902556e+00,6.000000000000000000e+00
7.244868655407525893e+00,8.000000000000000000e+00
3.276810294588498707e+00,5.000000000000000000e+00
1.941586727015628355e+01,3.100000000000000000e+01
2.313159229971594044e+01,3.200000000000000000e+01
5.637178629657277895e+00,7.000000000000000000e+00
1.112143023359325511e+01,1.400000000000000000e+01
8.247907994541055388e+00,1.200000000000000000e+01
2.637135919505539938e+00,4.000000000000000000e+00
7.607120847565577826e+00,1.100000000000000000e+01
5.804163168930646322e+00,8.000000000000000000e+00
5.496933931443034105e+00,7.000000000000000000e+00
1.915466627527797394e+00,3.000000000000000000e+00
4.388271592088091921e+00,7.000000000000000000e+00
1.666314991361573306e+01,2.200000000000000000e+01
2.277777777777778123e+00,4.000000000000000000e+00
1.172378347075797222e+01,1.900000000000000000e+01
1.666666666666666741e+00,3.000000000000000000e+00
7.013648753269520419e+00,1.000000000000000000e+01
1.207902205115320271e+01,2.000000000000000000e+01
8.670486480301077492e+00,1.400000000000000000e+01
1.038648912931646606e+01,1.300000000000000000e+01
1.647519743527109881e+01,2.700000000000000000e+01
1.151590724815326094e+00,2.000000000000000000e+00
2.622205035672369533e+01,4.000000000000000000e+01
1.027340509640633037e+01,1.500000000000000000e+01
4.097601579970521435e+00,5.000000000000000000e+00
8.374349242649811842e+00,1.400000000000000000e+01
1.695708874034062896e+00,3.000000000000000000e+00
5.637980749903682032e+00,8.000000000000000000e+00
4.525167723532342201e+00,6.000000000000000000e+00
1.090967958263399318e+01,1.600000000000000000e+01
5.064468184290292996e+00,8.000000000000000000e+00
1.723866306022860284e+00,4.000000000000000000e+00
5.997050183027739401e+00,9.000000000000000000e+00
1.285878547983832831e+01,1.900000000000000000e+01
8.288851489704597952e+00,1.200000000000000000e+01
9.442932573877978797e+00,1.300000000000000000e+01
1.861278429020277958e+00,3.000000000000000000e+00
3.969831574973829991e+00,5.000000000000000000e+00
2.501263786696641400e+00,4.000000000000000000e+00
1.097609682657789953e+01,1.800000000000000000e+01
2.432811096032447651e+01,4.000000000000000000e+01
2.275459595345669328e+00,3.000000000000000000e+00
4.468251603521929738e+00,7.000000000000000000e+00
4.747610820469255977e+00,6.000000000000000000e+00
8.362391328535434099e+00,1.200000000000000000e+01
2.219364892461713268e+01,3.300000000000000000e+01
3.748297441182175227e+00,5.000000000000000000e+00
2.730284752263933612e+01,4.000000000000000000e+01
2.877375683372470405e+01,4.000000000000000000e+01
7.807731917226403695e+00,1.400000000000000000e+01
4.331583532058845165e+00,7.000000000000000000e+00
1.235902669422831579e+01,1.500000000000000000e+01
1.063810882720070339e+01,1.700000000000000000e+01
1.878426237687416034e+01,2.800000000000000000e+01
1.263783442363143017e+01,1.500000000000000000e+01
3.330956675882741802e+00,4.000000000000000000e+00
5.864095098768219216e+00,1.000000000000000000e+01
4.636278834643453806e+00,6.000000000000000000e+00
1.152594073321748169e+01,1.600000000000000000e+01
5.473158892376861040e+00,9.000000000000000000e+00
1.144431361546484638e+01,1.600000000000000000e+01
3.612252675232793475e+00,6.000000000000000000e+00
3.497891822546338680e+00,5.000000000000000000e+00
1.675202073562501681e+01,2.700000000000000000e+01
1.526869639930647837e+00,3.000000000000000000e+00
1.599920412653683499e+01,2.400000000000000000e+01
8.663302251808083554e+00,1.200000000000000000e+01
2.165660193103061459e+00,4.000000000000000000e+00
8.216963279972867795e+00,1.000000000000000000e+01
2.029949702789209276e+00,3.000000000000000000e+00
5.526870631692073488e+00,8.000000000000000000e+00
6.192190633146371859e+00,1.000000000000000000e+01
2.030305745944138707e+01,2.600000000000000000e+01
1.726403616750552672e+01,2.800000000000000000e+01
9.442741865420817504e+00,1.100000000000000000e+01
2.038600624914444737e+01,2.800000000000000000e+01
2.748126016169025743e+00,4.000000000000000000e+00
3.747391730740587068e+00,6.000000000000000000e+00
2.441845743873562125e+00,4.000000000000000000e+00
8.301673351106712673e+00,1.000000000000000000e+01
8.666657798463864637e+00,1.000000000000000000e+01
5.163611481266578096e+00,8.000000000000000000e+00
1.452612599129386517e+01,1.900000000000000000e+01
9.417468833737808964e+00,1.600000000000000000e+01
1.093873412952945934e+01,1.300000000000000000e+01
8.913213921271800899e+00,1.300000000000000000e+01
4.332365850144055841e+00,6.000000000000000000e+00
1.347114831053013617e+01,2.000000000000000000e+01
7.886255922058215795e+00,1.300000000000000000e+01
2.846542317064947980e+01,4.000000000000000000e+01
1.041696853668065970e+01,1.500000000000000000e+01
9.170549864910523041e+00,1.400000000000000000e+01
8.528120596849223745e+00,1.100000000000000000e+01
8.080260679281536795e+00,1.000000000000000000e+01
1.859911071972241592e+00,3.000000000000000000e+00
3.346035169259771180e+00,5.000000000000000000e+00
1.401140013154401309e+01,1.900000000000000000e+01
4.167214624189480965e+00,7.000000000000000000e+00
3.540586446759436789e+00,5.000000000000000000e+00
5.306973400665751406e+00,7.000000000000000000e+00
2.858939186099680452e+00,5.000000000000000000e+00
1.488717761565645326e+01,1.800000000000000000e+01
7.916891869778623025e+00,1.000000000000000000e+01
1.055124660789184077e+01,1.500000000000000000e+01
1.416253532281087324e+01,1.800000000000000000e+01
7.736269965544316563e+00,9.000000000000000000e+00
7.308462278469615825e+00,1.000000000000000000e+01
7.607796456809668761e+00,1.000000000000000000e+01
2.664792682835692261e+00,4.000000000000000000e+00
9.473899064336317011e+00,1.400000000000000000e+01
1.914276235646092417e+01,2.700000000000000000e+01
8.968711671626463655e+00,1.300000000000000000e+01
1.380648279574112358e+01,2.300000000000000000e+01
1.497083003604052820e+01,2.200000000000000000e+01
5.305107160285494672e+00,8.000000000000000000e+00
1.833214538563612805e+01,2.600000000000000000e+01
2.230298456942865926e+01,3.100000000000000000e+01
5.861913275515330035e+00,1.100000000000000000e+01
8.190374775410356634e+00,1.100000000000000000e+01
1.610729557415421453e+01,1.900000000000000000e+01
8.667957060678521231e+00,1.200000000000000000e+01
3.441492038358635153e+00,5.000000000000000000e+00
1.387014905057914582e+00,2.000000000000000000e+00
5.057488451998496615e+00,7.000000000000000000e+00
1.554647417708425516e+00,3.000000000000000000e+00
6.789191674073695282e+00,1.000000000000000000e+01
1.205781795896604791e+01,1.800000000000000000e+01
5.858449302971180828e+00,9.000000000000000000e+00
8.412018866572068987e+00,1.000000000000000000e+01
2.035805350280202930e+01,2.900000000000000000e+01
2.135922802486609484e+01,2.800000000000000000e+01
6.751255581586819154e+00,9.000000000000000000e+00
1.166485047829981525e+01,1.600000000000000000e+01
4.289678951547232444e+00,6.000000000000000000e+00
1.973438575031069453e+00,3.000000000000000000e+00
1.539112693301522761e+01,2.500000000000000000e+01
4.514011560115844368e+00,6.000000000000000000e+00
7.140993490886130779e+00,9.000000000000000000e+00
8.666483748042072222e+00,1.200000000000000000e+01
1.419325412491479810e+01,2.400000000000000000e+01
7.636269477296226071e+00,9.000000000000000000e+00
4.803158675609922490e+00,6.000000000000000000e+00
2.027140746904708735e+01,2.600000000000000000e+01
1.186064376895621031e+01,1.700000000000000000e+01
7.164562084915385043e+00,1.200000000000000000e+01
1.227606751882194658e+01,1.900000000000000000e+01
3.251644083800638185e+00,6.000000000000000000e+00
6.664268639137801209e+00,8.000000000000000000e+00
2.866502256309675545e+01,4.000000000000000000e+01
4.775054679483828224e+00,7.000000000000000000e+00
1.994128097395812205e+01,3.000000000000000000e+01
4.135952757636253807e+00,6.000000000000000000e+00
7.859684625887330967e+00,1.100000000000000000e+01
9.830380318767574011e+00,1.200000000000000000e+01
2.529041564474419079e+00,4.000000000000000000e+00
1.163708421778295410e+01,1.700000000000000000e+01
1.987014456919959038e+00,3.000000000000000000e+00
2.444691482917680858e+01,3.800000000000000000e+01
7.218966001897967111e+00,9.000000000000000000e+00
5.639327717784767380e+00,8.000000000000000000e+00
4.362788472806690798e+00,8.000000000000000000e+00
5.420102266310497185e+00,9.000000000000000000e+00
1.918827148596122356e+01,2.500000000000000000e+01
8.000057460665976450e+00,1.100000000000000000e+01
7.387013585949036454e+00,9.000000000000000000e+00
6.665828108000942720e+00,1.000000000000000000e+01
1.449565143260537248e+01,1.700000000000000000e+01
6.330555850253902328e+00,1.000000000000000000e+01
1.224738431503851821e+01,1.800000000000000000e+01
8.028287998216327992e+00,1.300000000000000000e+01
3.041388897602857799e+00,4.000000000000000000e+00
5.457802231727227671e+00,7.000000000000000000e+00
1.336319259049036212e+01,1.800000000000000000e+01
4.057183278418563965e+00,7.000000000000000000e+00
1.416425141290671696e+01,2.200000000000000000e+01
9.333498886798896166e+00,1.300000000000000000e+01
5.542569640339969794e+00,9.000000000000000000e+00
1.085710818954231804e+01,1.600000000000000000e+01
3.026869638792572204e+00,5.000000000000000000e+00
1.174916429205284274e+01,1.600000000000000000e+01
1.887688849750019493e+00,3.000000000000000000e+00
2.377367023753160780e+01,3.500000000000000000e+01
1.950388334976257099e+01,2.800000000000000000e+01
7.442800209521737820e+00,9.000000000000000000e+00
1.638474928569866407e+01,1.900000000000000000e+01
2.471314083238131509e+00,4.000000000000000000e+00
4.832200617208654236e+00,8.000000000000000000e+00
3.193536306597314578e+00,5.000000000000000000e+00
2.303802586172206901e+00,4.000000000000000000e+00
4.346141614392326602e+00,6.000000000000000000e+00
1.160681581579169119e+01,1.600000000000000000e+01
2.142260853039189783e+00,4.000000000000000000e+00
1.066455912943933804e+01,1.300000000000000000e+01
1.783322031443246303e+01,2.600000000000000000e+01
3.903843756241187624e+00,5.000000000000000000e+00
9.190447438033627847e+00,1.200000000000000000e+01
4.142705022551279370e+00,8.000000000000000000e+00
5.444801706087019078e+00,8.000000000000000000e+00
1.522136565406158404e+01,2.300000000000000000e+01
8.914558535361251757e+00,1.300000000000000000e+01
5.109002932987695367e+00,7.000000000000000000e+00
7.473884080578717004e+00,1.000000000000000000e+01
5.746239048248288128e+00,7.000000000000000000e+00
3.857714660363511960e+00,5.000000000000000000e+00
4.331225155209916799e+00,6.000000000000000000e+00
3.334599547903176919e+00,6.000000000000000000e+00
1.553803647054708970e+00,3.000000000000000000e+00
1.730208310968217589e+01,2.200000000000000000e+01
4.496417416994821892e+00,6.000000000000000000e+00
1.775056469026529582e+00,3.000000000000000000e+00
9.831680381329894303e+00,1.100000000000000000e+01
3.388955064319862487e+00,6.000000000000000000e+00
2.660994829620571167e+01,4.000000000000000000e+01
1.355033496180738517e+01,2.000000000000000000e+01
6.247061496754079180e+00,9.000000000000000000e+00
1.254017044600321640e+01,2.000000000000000000e+01
1.516492682269457681e+01,2.100000000000000000e+01
1.177253632623942892e+01,1.700000000000000000e+01
8.207663302696586172e+00,1.100000000000000000e+01
2.505436363615694972e+01,3.300000000000000000e+01
1.619213449397007665e+01,2.500000000000000000e+01
3.391796757528973139e+00,6.000000000000000000e+00
6.442741885626618981e+00,8.000000000000000000e+00
1.004259142828435358e+01,1.300000000000000000e+01
2.497122142447068427e+01,4.000000000000000000e+01
5.987177412801766074e+00,7.000000000000000000e+00
3.252230400028619073e+00,5.000000000000000000e+00
1.363679972726185774e+01,1.900000000000000000e+01
1.458166624672186629e+01,1.900000000000000000e+01
2.082785004481699787e+01,3.300000000000000000e+01
3.885808824892249991e+00,6.000000000000000000e+00
2.771657099537415192e+01,4.000000000000000000e+01
6.029882379775019174e+00,7.000000000000000000e+00
2.791404809734156700e+01,4.000000000000000000e+01
5.775393419913384285e+00,7.000000000000000000e+00
1.063643615303077006e+01,1.400000000000000000e+01
5.637243791041990804e+00,7.000000000000000000e+00
2.641344125516098273e+01,4.000000000000000000e+01
8.081011751394324705e+00,1.200000000000000000e+01
2.468850258071921822e+00,4.000000000000000000e+00
1.641366859701734171e+01,2.400000000000000000e+01
2.969891679872596946e+00,4.000000000000000000e+00
2.792570012475514840e+00,4.000000000000000000e+00
1.888718617930018340e+01,2.700000000000000000e+01
1.455548936289055284e+01,1.900000000000000000e+01
3.662850657854598069e+00,5.000000000000000000e+00
1.363583798261600144e+01,1.700000000000000000e+01
5.945682503872045999e+00,8.000000000000000000e+00
3.608780568761485785e+00,5.000000000000000000e+00
1.035673172490877114e+01,1.500000000000000000e+01
3.411541732693385232e+00,5.000000000000000000e+00
1.355385554188289277e+01,2.000000000000000000e+01
4.223486008248447554e+00,6.000000000000000000e+00
2.128924651321745287e+01,3.000000000000000000e+01
1.933020838647095374e+01,2.400000000000000000e+01
1.641322621464608744e+01,2.300000000000000000e+01
2.780452222468164702e+00,5.000000000000000000e+00
1.307970351854013202e+01,1.700000000000000000e+01
1.152995086830863869e+01,1.700000000000000000e+01
9.191030977795609402e+00,1.500000000000000000e+01
2.609745031367470602e+00,4.000000000000000000e+00
1.850001642872748420e+01,2.900000000000000000e+01
1.720470313721375710e+00,3.000000000000000000e+00
1.583333333333333481e+00,3.000000000000000000e+00
1.812116103419612045e+01,2.500000000000000000e+01
6.665459080551816129e+00,9.000000000000000000e+00
2.997681817567891205e+00,4.000000000000000000e+00
6.862291099599532984e+00,9.000000000000000000e+00
7.637621642687673074e+00,9.000000000000000000e+00
1.033295548686435694e+01,1.500000000000000000e+01
5.386911131719024581e+00,9.000000000000000000e+00
1.293026497672205721e+01,1.700000000000000000e+01
1.319320848012149838e+01,2.000000000000000000e+01
7.775654185181732458e+00,1.000000000000000000e+01
6.860202916237301274e+00,9.000000000000000000e+00
1.174876406567010712e+01,1.800000000000000000e+01
2.774996416673536803e+00,4.000000000000000000e+00
2.745509633180445164e+00,4.000000000000000000e+00
5.054640359666031202e+00,7.000000000000000000e+00
5.636780340228020769e+00,7.000000000000000000e+00
2.366599805650372801e+01,3.000000000000000000e+01
7.998288575600059680e+00,9.000000000000000000e+00
1.274820912866574041e+01,2.000000000000000000e+01
3.197882584025718788e+00,6.000000000000000000e+00
7.278220654955481095e+00,9.000000000000000000e+00
1.497091138790376164e+01,2.200000000000000000e+01
5.164873526243978219e+00,8.000000000000000000e+00
2.098267107267008935e+00,3.000000000000000000e+00
1.547515054731744577e+01,2.500000000000000000e+01
